event_time,hostname,parser,message,source,file_name,prefetch_ctime,prefetch_mtime,prefetch_size,prefetch_hash,prefetch_version,prefetch_file,prefetch_count
2026-02-20T15:29:17Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: SVCHOST.EXE Prefetch run count 11,C:\Windows\Prefetch\SVCHOST.EXE-63755BD9.pf,SVCHOST.EXE,2026-01-13T08:27:40.529234Z,2026-03-11T20:04:07.3627863Z,28100,0X63755BD9,Win11 (31),SVCHOST.EXE-63755BD9.pf,11
2026-02-20T15:29:31Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: MICROSOFTEDGEUPDATESETUP_X86_ Prefetch run count 1,C:\Windows\Prefetch\MICROSOFTEDGEUPDATESETUP_X86_-5FDF074E.pf,MICROSOFTEDGEUPDATESETUP_X86_,2026-02-20T15:29:34.3157542Z,2026-02-20T15:29:34.3157542Z,76934,0X5FDF074E,Win11 (31),MICROSOFTEDGEUPDATESETUP_X86_-5FDF074E.pf,1
2026-02-20T15:29:32Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: MICROSOFTEDGEUPDATE.EXE Prefetch run count 1,C:\Windows\Prefetch\MICROSOFTEDGEUPDATE.EXE-A64E69DD.pf,MICROSOFTEDGEUPDATE.EXE,2026-02-20T15:29:34.3059342Z,2026-02-20T15:29:34.3059342Z,25560,0XA64E69DD,Win11 (31),MICROSOFTEDGEUPDATE.EXE-A64E69DD.pf,1
2026-02-20T15:29:34.3059342Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution (Btime): MICROSOFTEDGEUPDATE.EXE Prefetch run count 1,C:\Windows\Prefetch\MICROSOFTEDGEUPDATE.EXE-A64E69DD.pf,MICROSOFTEDGEUPDATE.EXE,2026-02-20T15:29:34.3059342Z,2026-02-20T15:29:34.3059342Z,25560,0XA64E69DD,Win11 (31),MICROSOFTEDGEUPDATE.EXE-A64E69DD.pf,1
2026-02-20T15:29:34.3157542Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution (Btime): MICROSOFTEDGEUPDATESETUP_X86_ Prefetch run count 1,C:\Windows\Prefetch\MICROSOFTEDGEUPDATESETUP_X86_-5FDF074E.pf,MICROSOFTEDGEUPDATESETUP_X86_,2026-02-20T15:29:34.3157542Z,2026-02-20T15:29:34.3157542Z,76934,0X5FDF074E,Win11 (31),MICROSOFTEDGEUPDATESETUP_X86_-5FDF074E.pf,1
2026-02-20T15:30:04Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: SETUP.EXE Prefetch run count 1,C:\Windows\Prefetch\SETUP.EXE-C508C210.pf,SETUP.EXE,2026-02-20T15:30:14.4147804Z,2026-02-20T15:30:14.4147804Z,13456,0XC508C210,Win11 (31),SETUP.EXE-C508C210.pf,1
2026-02-20T15:30:14.4147804Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution (Btime): SETUP.EXE Prefetch run count 1,C:\Windows\Prefetch\SETUP.EXE-C508C210.pf,SETUP.EXE,2026-02-20T15:30:14.4147804Z,2026-02-20T15:30:14.4147804Z,13456,0XC508C210,Win11 (31),SETUP.EXE-C508C210.pf,1
2026-02-20T15:30:44Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: SVCHOST.EXE Prefetch run count 57,C:\Windows\Prefetch\SVCHOST.EXE-C5EEC15E.pf,SVCHOST.EXE,2025-10-20T18:36:11.8564973Z,2026-03-11T19:41:09.2457723Z,21700,0XC5EEC15E,Win11 (31),SVCHOST.EXE-C5EEC15E.pf,57
2026-02-20T15:30:47Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: SEARCHPROTOCOLHOST.EXE Prefetch run count 1946,C:\Windows\Prefetch\SEARCHPROTOCOLHOST.EXE-C6CFE2A8.pf,SEARCHPROTOCOLHOST.EXE,2025-10-19T21:49:28.5806973Z,2026-03-11T21:37:59.4455073Z,20582,0XC6CFE2A8,Win11 (31),SEARCHPROTOCOLHOST.EXE-C6CFE2A8.pf,1946
2026-02-20T15:31:02Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: MICROSOFTEDGE_X64_144.0.3719. Prefetch run count 1,C:\Windows\Prefetch\MICROSOFTEDGE_X64_144.0.3719.-E130C512.pf,MICROSOFTEDGE_X64_144.0.3719.,2026-02-20T15:31:12.9030032Z,2026-02-20T15:31:12.9050183Z,47584,0XE130C512,Win11 (31),MICROSOFTEDGE_X64_144.0.3719.-E130C512.pf,1
2026-02-20T15:31:03Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: SETUP.EXE Prefetch run count 1,C:\Windows\Prefetch\SETUP.EXE-2894518B.pf,SETUP.EXE,2026-02-20T15:31:13.2543492Z,2026-02-20T15:31:13.2543492Z,13288,0X2894518B,Win11 (31),SETUP.EXE-2894518B.pf,1
2026-02-20T15:31:10Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: MOUSOCOREWORKER.EXE Prefetch run count 980,C:\Windows\Prefetch\MOUSOCOREWORKER.EXE-0BC6369F.pf,MOUSOCOREWORKER.EXE,2025-11-08T00:31:24.9010543Z,2026-02-27T16:30:07.1989837Z,244848,0XBC6369F,Win11 (31),MOUSOCOREWORKER.EXE-0BC6369F.pf,980
2026-02-20T15:31:11Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: WMIADAP.EXE Prefetch run count 21,C:\Windows\Prefetch\WMIADAP.EXE-7D63BB4C.pf,WMIADAP.EXE,2025-10-19T21:49:50.3788935Z,2026-03-11T20:05:50.7847247Z,29054,0X7D63BB4C,Win11 (31),WMIADAP.EXE-7D63BB4C.pf,21
2026-02-20T15:31:12.9030032Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution (Btime): MICROSOFTEDGE_X64_144.0.3719. Prefetch run count 1,C:\Windows\Prefetch\MICROSOFTEDGE_X64_144.0.3719.-E130C512.pf,MICROSOFTEDGE_X64_144.0.3719.,2026-02-20T15:31:12.9030032Z,2026-02-20T15:31:12.9050183Z,47584,0XE130C512,Win11 (31),MICROSOFTEDGE_X64_144.0.3719.-E130C512.pf,1
2026-02-20T15:31:13.2543492Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution (Btime): SETUP.EXE Prefetch run count 1,C:\Windows\Prefetch\SETUP.EXE-2894518B.pf,SETUP.EXE,2026-02-20T15:31:13.2543492Z,2026-02-20T15:31:13.2543492Z,13288,0X2894518B,Win11 (31),SETUP.EXE-2894518B.pf,1
2026-02-20T15:31:54Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: SVCHOST.EXE Prefetch run count 87,C:\Windows\Prefetch\SVCHOST.EXE-B00008EC.pf,SVCHOST.EXE,2025-10-19T21:51:03.0404987Z,2026-03-11T23:21:47.9172568Z,59268,0XB00008EC,Win11 (31),SVCHOST.EXE-B00008EC.pf,87
2026-02-20T15:31:56Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: SVCHOST.EXE Prefetch run count 68,C:\Windows\Prefetch\SVCHOST.EXE-824BF13F.pf,SVCHOST.EXE,2025-10-20T11:52:40.1214276Z,2026-03-12T02:19:40.1743699Z,24034,0X824BF13F,Win11 (31),SVCHOST.EXE-824BF13F.pf,68
2026-02-20T15:31:56Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: SVCHOST.EXE Prefetch run count 68,C:\Windows\Prefetch\SVCHOST.EXE-9EB1DAB8.pf,SVCHOST.EXE,2025-10-20T11:52:40.0095636Z,2026-03-12T02:19:40.0963685Z,30200,0X9EB1DAB8,Win11 (31),SVCHOST.EXE-9EB1DAB8.pf,68
2026-02-20T15:31:56Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: SVCHOST.EXE Prefetch run count 67,C:\Windows\Prefetch\SVCHOST.EXE-DF094E96.pf,SVCHOST.EXE,2025-10-20T11:52:40.2174036Z,2026-03-12T02:19:40.2850978Z,24786,0XDF094E96,Win11 (31),SVCHOST.EXE-DF094E96.pf,67
2026-02-20T15:31:57Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: SVCHOST.EXE Prefetch run count 18,C:\Windows\Prefetch\SVCHOST.EXE-67D34FC2.pf,SVCHOST.EXE,2025-10-19T21:46:34.030874Z,2026-03-11T20:18:02.309042Z,96400,0X67D34FC2,Win11 (31),SVCHOST.EXE-67D34FC2.pf,18
2026-02-20T15:32:02Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: SVCHOST.EXE Prefetch run count 47,C:\Windows\Prefetch\SVCHOST.EXE-06DB112E.pf,SVCHOST.EXE,2025-10-19T21:48:37.750267Z,2026-03-11T07:14:08.6677035Z,36538,0X6DB112E,Win11 (31),SVCHOST.EXE-06DB112E.pf,47
2026-02-20T15:32:14Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: DISMHOST.EXE Prefetch run count 5,C:\Windows\Prefetch\DISMHOST.EXE-71696596.pf,DISMHOST.EXE,2026-01-16T17:19:35.902256Z,2026-03-11T07:18:01.5530775Z,34372,0X71696596,Win11 (31),DISMHOST.EXE-71696596.pf,5
2026-02-20T15:32:14Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: DIRECTXDATABASEUPDATER.EXE Prefetch run count 3,C:\Windows\Prefetch\DIRECTXDATABASEUPDATER.EXE-B419FBAB.pf,DIRECTXDATABASEUPDATER.EXE,2026-01-16T17:19:35.9332246Z,2026-02-20T15:32:20.0746018Z,48530,0XB419FBAB,Win11 (31),DIRECTXDATABASEUPDATER.EXE-B419FBAB.pf,3
2026-02-20T15:35:07Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: COMPATTELRUNNER.EXE Prefetch run count 62,C:\Windows\Prefetch\COMPATTELRUNNER.EXE-93B5AB09.pf,COMPATTELRUNNER.EXE,2025-10-19T22:00:48.711648Z,2026-03-11T07:39:52.4109449Z,104940,0X93B5AB09,Win11 (31),COMPATTELRUNNER.EXE-93B5AB09.pf,62
2026-02-20T15:36:59Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: MOUSOCOREWORKER.EXE Prefetch run count 980,C:\Windows\Prefetch\MOUSOCOREWORKER.EXE-0BC6369F.pf,MOUSOCOREWORKER.EXE,2025-11-08T00:31:24.9010543Z,2026-02-27T16:30:07.1989837Z,244848,0XBC6369F,Win11 (31),MOUSOCOREWORKER.EXE-0BC6369F.pf,980
2026-02-20T15:37:00Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: SVCHOST.EXE Prefetch run count 4,C:\Windows\Prefetch\SVCHOST.EXE-B084E248.pf,SVCHOST.EXE,2026-01-17T17:13:27.636072Z,2026-02-28T14:36:23.8722208Z,24342,0XB084E248,Win11 (31),SVCHOST.EXE-B084E248.pf,4
2026-02-20T15:37:02Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: TIWORKER.EXE Prefetch run count 100,C:\Windows\Prefetch\TIWORKER.EXE-E72DCE01.pf,TIWORKER.EXE,2026-01-09T02:35:20.4332555Z,2026-02-20T15:54:40.6670647Z,304824,0XE72DCE01,Win11 (31),TIWORKER.EXE-E72DCE01.pf,100
2026-02-20T15:37:13Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: SVCHOST.EXE Prefetch run count 28,C:\Windows\Prefetch\SVCHOST.EXE-576FFE64.pf,SVCHOST.EXE,2025-10-19T21:56:46.7919335Z,2026-03-11T07:17:43.4810547Z,22492,0X576FFE64,Win11 (31),SVCHOST.EXE-576FFE64.pf,28
2026-02-20T15:37:13Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: DEFRAG.EXE Prefetch run count 21,C:\Windows\Prefetch\DEFRAG.EXE-22AD8A37.pf,DEFRAG.EXE,2025-10-19T21:56:37.0774975Z,2026-03-11T07:17:33.3737104Z,19994,0X22AD8A37,Win11 (31),DEFRAG.EXE-22AD8A37.pf,21
2026-02-20T15:37:15Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: SVCHOST.EXE Prefetch run count 13,C:\Windows\Prefetch\SVCHOST.EXE-BBDD7D3F.pf,SVCHOST.EXE,2026-01-09T03:55:56.5255277Z,2026-03-11T20:12:06.3894776Z,70964,0XBBDD7D3F,Win11 (31),SVCHOST.EXE-BBDD7D3F.pf,13
2026-02-20T15:37:20Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: MPCMDRUN.EXE Prefetch run count 103,C:\Windows\Prefetch\MPCMDRUN.EXE-3146E6EB.pf,MPCMDRUN.EXE,2026-01-08T13:00:36.9272326Z,2026-02-20T15:37:30.9448512Z,34910,0X3146E6EB,Win11 (31),MPCMDRUN.EXE-3146E6EB.pf,103
2026-02-20T15:37:33Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: WUAUCLTCORE.EXE Prefetch run count 100,C:\Windows\Prefetch\WUAUCLTCORE.EXE-46676987.pf,WUAUCLTCORE.EXE,2025-11-08T10:26:08.1249219Z,2026-02-27T15:00:09.6455918Z,195814,0X46676987,Win11 (31),WUAUCLTCORE.EXE-46676987.pf,100
2026-02-20T15:37:34Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: UPDATEPLATFORM.AMD64FRE.EXE Prefetch run count 1,C:\Windows\Prefetch\UPDATEPLATFORM.AMD64FRE.EXE-354F2535.pf,UPDATEPLATFORM.AMD64FRE.EXE,2026-02-20T15:37:37.9001405Z,2026-02-20T15:37:37.9021416Z,119050,0X354F2535,Win11 (31),UPDATEPLATFORM.AMD64FRE.EXE-354F2535.pf,1
2026-02-20T15:37:37.9001405Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution (Btime): UPDATEPLATFORM.AMD64FRE.EXE Prefetch run count 1,C:\Windows\Prefetch\UPDATEPLATFORM.AMD64FRE.EXE-354F2535.pf,UPDATEPLATFORM.AMD64FRE.EXE,2026-02-20T15:37:37.9001405Z,2026-02-20T15:37:37.9021416Z,119050,0X354F2535,Win11 (31),UPDATEPLATFORM.AMD64FRE.EXE-354F2535.pf,1
2026-02-20T15:37:39Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: MPSIGSTUB.EXE Prefetch run count 1,C:\Windows\Prefetch\MPSIGSTUB.EXE-54490088.pf,MPSIGSTUB.EXE,2026-02-20T15:37:42.808962Z,2026-02-20T15:37:42.8109641Z,262246,0X54490088,Win11 (31),MPSIGSTUB.EXE-54490088.pf,1
2026-02-20T15:37:40Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: MPRECOVERY.EXE Prefetch run count 1,C:\Windows\Prefetch\MPRECOVERY.EXE-4C0C1036.pf,MPRECOVERY.EXE,2026-02-20T15:37:42.8109641Z,2026-02-20T15:37:42.8109641Z,9580,0X4C0C1036,Win11 (31),MPRECOVERY.EXE-4C0C1036.pf,1
2026-02-20T15:37:42.808962Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution (Btime): MPSIGSTUB.EXE Prefetch run count 1,C:\Windows\Prefetch\MPSIGSTUB.EXE-54490088.pf,MPSIGSTUB.EXE,2026-02-20T15:37:42.808962Z,2026-02-20T15:37:42.8109641Z,262246,0X54490088,Win11 (31),MPSIGSTUB.EXE-54490088.pf,1
2026-02-20T15:37:42.8109641Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution (Btime): MPRECOVERY.EXE Prefetch run count 1,C:\Windows\Prefetch\MPRECOVERY.EXE-4C0C1036.pf,MPRECOVERY.EXE,2026-02-20T15:37:42.8109641Z,2026-02-20T15:37:42.8109641Z,9580,0X4C0C1036,Win11 (31),MPRECOVERY.EXE-4C0C1036.pf,1
2026-02-20T15:37:45Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: MSMPENG.EXE Prefetch run count 2,C:\Windows\Prefetch\MSMPENG.EXE-E70AA978.pf,MSMPENG.EXE,2026-01-08T12:50:56.9867166Z,2026-02-20T15:37:49.6754912Z,208140,0XE70AA978,Win11 (31),MSMPENG.EXE-E70AA978.pf,2
2026-02-20T15:37:48Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: WEVTUTIL.EXE Prefetch run count 35,C:\Windows\Prefetch\WEVTUTIL.EXE-4CD23CAE.pf,WEVTUTIL.EXE,2025-11-07T14:21:12.7992978Z,2026-03-11T08:00:29.8579352Z,26556,0X4CD23CAE,Win11 (31),WEVTUTIL.EXE-4CD23CAE.pf,35
2026-02-20T15:37:49Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: WEVTUTIL.EXE Prefetch run count 35,C:\Windows\Prefetch\WEVTUTIL.EXE-4CD23CAE.pf,WEVTUTIL.EXE,2025-11-07T14:21:12.7992978Z,2026-03-11T08:00:29.8579352Z,26556,0X4CD23CAE,Win11 (31),WEVTUTIL.EXE-4CD23CAE.pf,35
2026-02-20T15:37:51Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: MOFCOMP.EXE Prefetch run count 2,C:\Windows\Prefetch\MOFCOMP.EXE-1467B102.pf,MOFCOMP.EXE,2025-11-07T14:21:15.9437935Z,2026-02-20T15:37:52.1024549Z,42926,0X1467B102,Win11 (31),MOFCOMP.EXE-1467B102.pf,2
2026-02-20T15:37:51Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: TASKKILL.EXE Prefetch run count 1,C:\Windows\Prefetch\TASKKILL.EXE-ECD4FD3D.pf,TASKKILL.EXE,2026-02-20T15:37:52.1102055Z,2026-02-20T15:37:52.1102055Z,28978,0XECD4FD3D,Win11 (31),TASKKILL.EXE-ECD4FD3D.pf,1
2026-02-20T15:37:52Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: MPDEFENDERCORESERVICE.EXE Prefetch run count 1,C:\Windows\Prefetch\MPDEFENDERCORESERVICE.EXE-9F1833B4.pf,MPDEFENDERCORESERVICE.EXE,2026-02-20T15:38:06.961869Z,2026-02-20T15:38:06.961869Z,81016,0X9F1833B4,Win11 (31),MPDEFENDERCORESERVICE.EXE-9F1833B4.pf,1
2026-02-20T15:37:52.1102055Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution (Btime): TASKKILL.EXE Prefetch run count 1,C:\Windows\Prefetch\TASKKILL.EXE-ECD4FD3D.pf,TASKKILL.EXE,2026-02-20T15:37:52.1102055Z,2026-02-20T15:37:52.1102055Z,28978,0XECD4FD3D,Win11 (31),TASKKILL.EXE-ECD4FD3D.pf,1
2026-02-20T15:37:53Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: MSMPENG.EXE Prefetch run count 1,C:\Windows\Prefetch\MSMPENG.EXE-64591BBB.pf,MSMPENG.EXE,2026-02-20T15:38:06.9541122Z,2026-02-20T15:38:06.9561142Z,43432,0X64591BBB,Win11 (31),MSMPENG.EXE-64591BBB.pf,1
2026-02-20T15:38:06Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: NISSRV.EXE Prefetch run count 1,C:\Windows\Prefetch\NISSRV.EXE-CBE19531.pf,NISSRV.EXE,2026-02-20T15:38:16.6246459Z,2026-02-20T15:38:16.6266489Z,30906,0XCBE19531,Win11 (31),NISSRV.EXE-CBE19531.pf,1
2026-02-20T15:38:06.9541122Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution (Btime): MSMPENG.EXE Prefetch run count 1,C:\Windows\Prefetch\MSMPENG.EXE-64591BBB.pf,MSMPENG.EXE,2026-02-20T15:38:06.9541122Z,2026-02-20T15:38:06.9561142Z,43432,0X64591BBB,Win11 (31),MSMPENG.EXE-64591BBB.pf,1
2026-02-20T15:38:06.961869Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution (Btime): MPDEFENDERCORESERVICE.EXE Prefetch run count 1,C:\Windows\Prefetch\MPDEFENDERCORESERVICE.EXE-9F1833B4.pf,MPDEFENDERCORESERVICE.EXE,2026-02-20T15:38:06.961869Z,2026-02-20T15:38:06.961869Z,81016,0X9F1833B4,Win11 (31),MPDEFENDERCORESERVICE.EXE-9F1833B4.pf,1
2026-02-20T15:38:08Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: MPSIGSTUB.EXE Prefetch run count 66,C:\Windows\Prefetch\MPSIGSTUB.EXE-4D562760.pf,MPSIGSTUB.EXE,2025-11-07T21:35:31.6480143Z,2026-03-11T07:18:30.5023319Z,1147976,0X4D562760,Win11 (31),MPSIGSTUB.EXE-4D562760.pf,66
2026-02-20T15:38:09Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: AM_BASE_PATCH1.EXE Prefetch run count 1,C:\Windows\Prefetch\AM_BASE_PATCH1.EXE-68D49F7A.pf,AM_BASE_PATCH1.EXE,2026-02-20T15:38:10.0435121Z,2026-02-20T15:38:10.0435121Z,9474,0X68D49F7A,Win11 (31),AM_BASE_PATCH1.EXE-68D49F7A.pf,1
2026-02-20T15:38:10.0435121Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution (Btime): AM_BASE_PATCH1.EXE Prefetch run count 1,C:\Windows\Prefetch\AM_BASE_PATCH1.EXE-68D49F7A.pf,AM_BASE_PATCH1.EXE,2026-02-20T15:38:10.0435121Z,2026-02-20T15:38:10.0435121Z,9474,0X68D49F7A,Win11 (31),AM_BASE_PATCH1.EXE-68D49F7A.pf,1
2026-02-20T15:38:12Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: AM_DELTA.EXE Prefetch run count 6,C:\Windows\Prefetch\AM_DELTA.EXE-3A6EE7FD.pf,AM_DELTA.EXE,2026-01-14T20:44:41.1554516Z,2026-03-11T07:18:42.1003435Z,10042,0X3A6EE7FD,Win11 (31),AM_DELTA.EXE-3A6EE7FD.pf,6
2026-02-20T15:38:16.6246459Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution (Btime): NISSRV.EXE Prefetch run count 1,C:\Windows\Prefetch\NISSRV.EXE-CBE19531.pf,NISSRV.EXE,2026-02-20T15:38:16.6246459Z,2026-02-20T15:38:16.6266489Z,30906,0XCBE19531,Win11 (31),NISSRV.EXE-CBE19531.pf,1
2026-02-20T15:38:19Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: MPAM-FE_BD.EXE Prefetch run count 1,C:\Windows\Prefetch\MPAM-FE_BD.EXE-D35A1532.pf,MPAM-FE_BD.EXE,2026-02-20T15:38:30.1371692Z,2026-02-20T15:38:30.139177Z,74418,0XD35A1532,Win11 (31),MPAM-FE_BD.EXE-D35A1532.pf,1
2026-02-20T15:38:24Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: MPSIGSTUB.EXE Prefetch run count 1,C:\Windows\Prefetch\MPSIGSTUB.EXE-E3282CD7.pf,MPSIGSTUB.EXE,2026-02-20T15:38:35.7891678Z,2026-02-20T15:38:35.7911772Z,9998,0XE3282CD7,Win11 (31),MPSIGSTUB.EXE-E3282CD7.pf,1
2026-02-20T15:38:28.1602246Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution (Btime): MPCMDRUN.EXE Prefetch run count 15,C:\Windows\Prefetch\MPCMDRUN.EXE-49C7EF36.pf,MPCMDRUN.EXE,2026-02-20T15:38:28.1602246Z,2026-03-11T21:24:05.5372855Z,50630,0X49C7EF36,Win11 (31),MPCMDRUN.EXE-49C7EF36.pf,15
2026-02-20T15:38:30.1371692Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution (Btime): MPAM-FE_BD.EXE Prefetch run count 1,C:\Windows\Prefetch\MPAM-FE_BD.EXE-D35A1532.pf,MPAM-FE_BD.EXE,2026-02-20T15:38:30.1371692Z,2026-02-20T15:38:30.139177Z,74418,0XD35A1532,Win11 (31),MPAM-FE_BD.EXE-D35A1532.pf,1
2026-02-20T15:38:35.7891678Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution (Btime): MPSIGSTUB.EXE Prefetch run count 1,C:\Windows\Prefetch\MPSIGSTUB.EXE-E3282CD7.pf,MPSIGSTUB.EXE,2026-02-20T15:38:35.7891678Z,2026-02-20T15:38:35.7911772Z,9998,0XE3282CD7,Win11 (31),MPSIGSTUB.EXE-E3282CD7.pf,1
2026-02-20T15:40:01Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: SVCHOST.EXE Prefetch run count 15,C:\Windows\Prefetch\SVCHOST.EXE-64E9D902.pf,SVCHOST.EXE,2025-10-20T21:56:24.8983784Z,2026-03-11T07:19:15.1639993Z,31308,0X64E9D902,Win11 (31),SVCHOST.EXE-64E9D902.pf,15
2026-02-20T15:40:25Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: WUAUCLTCORE.EXE Prefetch run count 100,C:\Windows\Prefetch\WUAUCLTCORE.EXE-46676987.pf,WUAUCLTCORE.EXE,2025-11-08T10:26:08.1249219Z,2026-02-27T15:00:09.6455918Z,195814,0X46676987,Win11 (31),WUAUCLTCORE.EXE-46676987.pf,100
2026-02-20T15:40:26Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: WINDOWS-KB890830-X64-V5.139.E Prefetch run count 1,C:\Windows\Prefetch\WINDOWS-KB890830-X64-V5.139.E-864F60B9.pf,WINDOWS-KB890830-X64-V5.139.E,2026-02-20T15:41:59.4033721Z,2026-02-20T15:41:59.4033721Z,176844,0X864F60B9,Win11 (31),WINDOWS-KB890830-X64-V5.139.E-864F60B9.pf,1
2026-02-20T15:40:41Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: MRT.EXE Prefetch run count 3,C:\Windows\Prefetch\MRT.EXE-07B7D631.pf,MRT.EXE,2025-11-07T21:36:43.0411005Z,2026-02-20T15:41:59.593338Z,218128,0X7B7D631,Win11 (31),MRT.EXE-07B7D631.pf,3
2026-02-20T15:41:18Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: NGENTASK.EXE Prefetch run count 73,C:\Windows\Prefetch\NGENTASK.EXE-4DB88ADA.pf,NGENTASK.EXE,2025-10-20T21:56:22.9785737Z,2026-03-11T07:20:57.6713024Z,59602,0X4DB88ADA,Win11 (31),NGENTASK.EXE-4DB88ADA.pf,73
2026-02-20T15:41:23Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: NGENTASK.EXE Prefetch run count 48,C:\Windows\Prefetch\NGENTASK.EXE-CD4E002C.pf,NGENTASK.EXE,2025-10-20T21:56:21.3695983Z,2026-03-11T07:20:57.2856782Z,67748,0XCD4E002C,Win11 (31),NGENTASK.EXE-CD4E002C.pf,48
2026-02-20T15:41:57Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: WERMGR.EXE Prefetch run count 16,C:\Windows\Prefetch\WERMGR.EXE-D948C216.pf,WERMGR.EXE,2025-11-07T23:17:47.9316251Z,2026-02-27T14:51:28.2719383Z,981036,0XD948C216,Win11 (31),WERMGR.EXE-D948C216.pf,16
2026-02-20T15:41:59.4033721Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution (Btime): WINDOWS-KB890830-X64-V5.139.E Prefetch run count 1,C:\Windows\Prefetch\WINDOWS-KB890830-X64-V5.139.E-864F60B9.pf,WINDOWS-KB890830-X64-V5.139.E,2026-02-20T15:41:59.4033721Z,2026-02-20T15:41:59.4033721Z,176844,0X864F60B9,Win11 (31),WINDOWS-KB890830-X64-V5.139.E-864F60B9.pf,1
2026-02-20T15:42:22Z,CLIENT2.onid-secure.local,Prefetch,Evidence of Execution: SVCHOST.EXE Prefetch run count 7,C:\Windows\Prefetch\SVCHOST.EXE-97AECDBC.pf,SVCHOST.EXE,2026-01-08T12:12:24.7440725Z,2026-03-11T21:22:32.0804014Z,20618,0X97AECDBC,Win11 (31),SVCHOST.EXE-97AECDBC.pf,7
